Mutations,Epoch,Test Loss,Test Accuracy,Train Accuracy,Train Loss
0,1,7.7876200675964355,0.011980676092207432,0.009629323147237301,7.821579456329346
0,2,7.623784065246582,0.01410628017038107,0.012942638248205185,7.6762285232543945
0,3,7.115371227264404,0.025700483471155167,0.017291365191340446,7.368274688720703
0,4,6.406985759735107,0.06550724804401398,0.04069165512919426,6.693696975708008
0,5,5.443565845489502,0.14318840205669403,0.0912197157740593,5.800550937652588
0,6,3.930130958557129,0.31806764006614685,0.21453717350959778,4.440467834472656
0,7,2.891444444656372,0.4533333480358124,0.41954857110977173,2.860710382461548
0,8,2.151564121246338,0.5799033641815186,0.5970180034637451,1.7633094787597656
0,9,1.902090072631836,0.6367149949073792,0.7138124108314514,1.179492712020874
0,10,1.7940088510513306,0.6514009833335876,0.7715883255004883,0.8766139149665833
0,11,1.7116851806640625,0.6653140187263489,0.8108304142951965,0.7156592011451721
0,12,1.66938316822052,0.686956524848938,0.8387864828109741,0.5829288363456726
0,13,1.6772799491882324,0.6852173805236816,0.8607372045516968,0.497174471616745
0,14,1.6575171947479248,0.6975845694541931,0.8676744699478149,0.4509638249874115
0,15,1.6134285926818848,0.7039613723754883,0.8823773264884949,0.4064232110977173
0,16,1.635881781578064,0.7028019428253174,0.8874508142471313,0.37435993552207947
0,17,1.617879867553711,0.7153623104095459,0.8928349614143372,0.3417612910270691
0,18,1.6305179595947266,0.7122705578804016,0.9039138555526733,0.31281018257141113
0,19,1.6707408428192139,0.7035748958587646,0.9071236252784729,0.3024440109729767
0,20,1.6489877700805664,0.7124637961387634,0.9090909361839294,0.28843021392822266
3,1,3.178248405456543,0.38956522941589355,0.11616861075162888,5.983637809753418
3,2,1.5938758850097656,0.6730434894561768,0.7092419862747192,1.2300817966461182
3,3,1.5802409648895264,0.6983574628829956,0.8838184475898743,0.4042769968509674
3,4,1.618028998374939,0.7035748958587646,0.9246249794960022,0.2483774572610855
3,5,1.6348280906677246,0.7103381752967834,0.9407120943069458,0.18951450288295746
3,6,1.6652507781982422,0.707632839679718,0.9499527812004089,0.15633323788642883
3,7,1.6572258472442627,0.7153623104095459,0.9568509459495544,0.1338403820991516
3,8,1.6614373922348022,0.7151690721511841,0.9610571265220642,0.11994665116071701
3,9,1.6931560039520264,0.7234782576560974,0.964590311050415,0.10822427272796631
3,10,1.746475100517273,0.7128502130508423,0.9684988260269165,0.09576886147260666
3,11,1.7608790397644043,0.7172946929931641,0.9707896113395691,0.08691436797380447
3,12,1.863281488418579,0.716328501701355,0.9734815359115601,0.08057074248790741
3,13,1.902526617050171,0.7045410871505737,0.9760311841964722,0.07147403061389923
3,14,1.8128541707992554,0.7161352634429932,0.9763935208320618,0.07099318504333496
3,15,1.8193119764328003,0.7060869336128235,0.9789561033248901,0.06403183937072754
3,16,1.8962488174438477,0.7201932072639465,0.9803150296211243,0.06025651842355728
3,17,1.9437224864959717,0.7155555486679077,0.9815444946289062,0.055540114641189575
3,18,1.9625290632247925,0.7143961191177368,0.9819456934928894,0.05327010899782181
3,19,1.9832735061645508,0.7159420251846313,0.9827092885971069,0.05234739929437637
3,20,1.9487284421920776,0.720772922039032,0.9840811491012573,0.047694046050310135
3,1,1.5691958665847778,0.6850241422653198,0.3004516661167145,4.781712532043457
3,2,1.5859527587890625,0.7201932072639465,0.8893318176269531,0.4003932774066925
3,3,1.621504783630371,0.7356521487236023,0.9367388486862183,0.20877893269062042
3,4,1.6982276439666748,0.7356521487236023,0.951466977596283,0.15464505553245544
3,5,1.7888805866241455,0.7306280136108398,0.9590381383895874,0.1291530430316925
3,6,1.716438889503479,0.7310144901275635,0.9645126461982727,0.11204871535301208
3,7,1.7616665363311768,0.7356521487236023,0.9687188863754272,0.09775783866643906
3,8,1.7967277765274048,0.7308212518692017,0.9728603363037109,0.0847494825720787
3,9,1.7384774684906006,0.7356521487236023,0.9747110605239868,0.07824418693780899
3,10,1.8497756719589233,0.7354589104652405,0.9774159789085388,0.06861027330160141
3,11,1.8643462657928467,0.7329468727111816,0.9784513711929321,0.06642274558544159
3,12,1.9322712421417236,0.7321739196777344,0.9815962910652161,0.05631166696548462
3,13,1.834234595298767,0.7385507225990295,0.9825280904769897,0.05578877404332161
3,14,1.9497233629226685,0.7312077283859253,0.9839129447937012,0.04812555015087128
3,15,1.8679262399673462,0.7315942049026489,0.9850648045539856,0.04633156210184097
3,16,1.9608112573623657,0.7341063022613525,0.9853494763374329,0.045340899378061295
3,17,1.9667631387710571,0.7362318634986877,0.9871484637260437,0.03973595052957535
3,18,1.9985253810882568,0.7321739196777344,0.987730860710144,0.03688616678118706
3,19,2.0281805992126465,0.7333333492279053,0.9878731966018677,0.03728368133306503
3,20,2.028097629547119,0.7333333492279053,0.9894391894340515,0.03274572268128395
3,1,2.0514073371887207,0.5735265612602234,0.19011996686458588,5.495767593383789
3,2,1.4053759574890137,0.7219323515892029,0.8288920521736145,0.6589177250862122
3,3,1.4507907629013062,0.7300482988357544,0.917299747467041,0.27131012082099915
3,4,1.4629932641983032,0.7395169138908386,0.9396378993988037,0.1892659068107605
3,5,1.489086627960205,0.7400966286659241,0.9518941044807434,0.14982616901397705
3,6,1.5966289043426514,0.7329468727111816,0.9596464037895203,0.12312623113393784
3,7,1.6106668710708618,0.739130437374115,0.9654315710067749,0.10567916929721832
3,8,1.6380747556686401,0.7449275255203247,0.9700518846511841,0.0933343842625618
3,9,1.6932202577590942,0.7387439608573914,0.9727050065994263,0.08241491764783859
3,10,1.6846182346343994,0.7416425347328186,0.975629985332489,0.07358791679143906
3,11,1.7960137128829956,0.734686017036438,0.977597177028656,0.06714923679828644
3,12,1.8090171813964844,0.7366183400154114,0.9806773662567139,0.05976263806223869
3,13,1.7584741115570068,0.7404831051826477,0.9824763536453247,0.055724192410707474
3,14,1.835694670677185,0.7451207637786865,0.9834340810775757,0.050565436482429504
3,15,1.8266013860702515,0.7402898669242859,0.9838611483573914,0.04912671446800232
3,16,1.8721431493759155,0.7431883811950684,0.9852718710899353,0.04572869464755058
3,17,1.849491000175476,0.739130437374115,0.9870578646659851,0.04099242389202118
3,18,1.9338932037353516,0.7381642460823059,0.9876402616500854,0.03816603869199753
3,19,2.011270046234131,0.7358453869819641,0.98716139793396,0.03970300406217575
3,20,1.911786675453186,0.746666669845581,0.9884685277938843,0.03596679866313934
